Order,Family,Genus,Scientific name,Survival,Age at first breeding,Max longevity,Range centroid of latitude,Body mass,Mean clutch size,Freshwater,Marine,Terrestrial,Minimum altitude,Maximum altitude,Migrant,Extent of Occurrence (breeding/resident),Diet,Nocturnal,Forest
GALLIFORMES,Odontophoridae,Dendrortyx,Dendrortyx leucophrys,NA,NA,NA,14.6,367.39,4.5,0,0,y,300,2900,Not a Migrant,323000,PlantSeed,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus gujanensis,NA,NA,NA,-4.45,314.06,4,0,0,y,0,1800,Not a Migrant,9820000,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus capueira,NA,NA,NA,-20.8,425.4,5,0,0,y,0,1600,Not a Migrant,3170000,FruiNect,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus melanotis,NA,NA,NA,12.49,335,4,0,0,y,0,1600,Not a Migrant,451000,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus erythrops,NA,NA,NA,3.74,335,NA,0,0,y,0,1600,Not a Migrant,433000,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus atrifrons,NA,NA,NA,10.64,304,NA,0,0,y,1200,3100,Not a Migrant,12700,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus hyperythrus,NA,NA,NA,4.4,339.3,NA,0,0,y,1600,2700,Not a Migrant,138000,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus melanonotus,NA,NA,NA,0.43,322,NA,0,0,y,1100,1900,Not a Migrant,16400,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus speciosus,NA,NA,NA,-11.7,317,NA,0,0,y,1050,1700,Not a Migrant,1300000,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus dialeucos,NA,NA,NA,8.1,260,NA,0,0,y,1050,1500,Not a Migrant,490,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus strophium,NA,NA,NA,6.38,302,NA,0,0,y,1750,2050,Not a Migrant,1300,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus columbianus,NA,NA,NA,10.37,340,6,0,0,y,1300,2400,Not a Migrant,15600,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus leucolaemus,NA,NA,NA,9.53,295,5,0,0,y,700,1850,Not a Migrant,35000,PlantSeed,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus balliviani,NA,NA,NA,-14.6,317.43,NA,0,0,y,2000,3000,Not a Migrant,191000,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus stellatus,NA,NA,NA,-8.31,335.81,NA,0,0,y,0,1050,Not a Migrant,2640000,Omnivore,0,1
GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus guttatus,NA,NA,NA,16.53,303.83,NA,0,0,y,100,3000,Not a Migrant,741000,PlantSeed,0,1
GALLIFORMES,Odontophoridae,Rhynchortyx,Rhynchortyx cinctus,NA,NA,NA,9.46,150,NA,0,0,y,0,1400,Not a Migrant,887000,Invertebrate,0,1
GALLIFORMES,Odontophoridae,Dactylortyx,Dactylortyx thoracicus,NA,NA,NA,19.62,201.75,5,0,0,y,1000,3000,Not a Migrant,1820000,PlantSeed,0,1
GALLIFORMES,Odontophoridae,Cyrtonyx,Cyrtonyx montezumae,NA,1,NA,25.18,185.38,11,0,0,y,1060,3000,Not a Migrant,1590000,Omnivore,0,1
GALLIFORMES,Odontophoridae,Cyrtonyx,Cyrtonyx sallei,NA,NA,NA,17.2,NA,NA,0,0,y,1060,3000,Not a Migrant,120000,NA,0,1
GALLIFORMES,Odontophoridae,Cyrtonyx,Cyrtonyx ocellatus,NA,NA,NA,15.24,199.18,NA,0,0,y,750,3050,Not a Migrant,233000,Omnivore,0,1
GALLIFORMES,Phasianidae,Xenoperdix,Xenoperdix udzungwensis,NA,NA,NA,-7.6,224.94,NA,0,0,y,1300,2400,Not a Migrant,3400,Invertebrate,0,1
GALLIFORMES,Phasianidae,Rollulus,Rollulus rouloul,NA,NA,NA,1.25,216.48,5.5,0,0,y,0,1200,Not a Migrant,3770000,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila torqueola,NA,NA,NA,27.19,344.46,4,0,0,y,1500,2700,Not a Migrant,1860000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila rufogularis,NA,NA,8.5,23.19,344.46,4.5,0,0,y,300,2600,Not a Migrant,3480000,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila atrogularis,NA,NA,NA,24.73,237.31,4.5,0,0,y,0,1500,Not a Migrant,528000,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila crudigularis,NA,NA,NA,23.89,256.77,7,0,0,y,700,2300,Not a Migrant,25000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila mandellii,NA,NA,NA,27.73,268,4,0,0,y,350,2500,Not a Migrant,110000,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila brunneopectus,NA,NA,NA,19.44,291.47,NA,0,0,y,0,1800,Not a Migrant,964000,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila rufipectus,NA,NA,NA,28.66,400.11,5.5,0,0,y,1100,2250,Not a Migrant,15000,Invertebrate,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila gingica,NA,NA,NA,25.73,253,6,0,0,y,500,1700,Not a Migrant,518000,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila davidi,NA,NA,NA,11.87,241,NA,0,0,y,140,400,Not a Migrant,10100,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila cambodia,NA,NA,NA,12.46,285.87,NA,0,0,y,200,1400,Not a Migrant,18200,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila campbelli,NA,NA,NA,4.6,336,NA,0,0,y,500,2200,Not a Migrant,42100,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila rolli,NA,NA,15,3.47,336,NA,0,0,y,500,2200,Not a Migrant,63700,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila sumatra,NA,NA,NA,-2.05,336,NA,0,0,y,500,2200,Not a Migrant,85200,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila orientalis,NA,NA,NA,-8.03,336,3,0,0,y,500,2200,Not a Migrant,10800,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila javanica,NA,NA,NA,-7.27,272,4,0,0,y,300,3000,Not a Migrant,61900,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila rubrirostris,NA,NA,NA,0.72,225.35,NA,0,0,y,900,2500,Not a Migrant,192000,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila hyperythra,NA,NA,NA,1.9,270,NA,0,0,y,600,1800,Not a Migrant,382000,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila ardens,NA,NA,NA,18.86,266.64,2.5,0,0,y,600,1600,Not a Migrant,13400,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila chloropus,NA,NA,NA,16.13,250,3,0,0,y,0,1400,Not a Migrant,1300000,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila tonkinensis,NA,NA,NA,20.51,NA,NA,0,0,y,0,1400,Not a Migrant,33900,NA,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila charltonii,NA,NA,NA,5.4,269.25,NA,0,0,y,0,500,Not a Migrant,869000,Omnivore,0,1
GALLIFORMES,Phasianidae,Arborophila,Arborophila graydoni,NA,NA,NA,5.18,NA,NA,0,0,y,0,300,Not a Migrant,11200,NA,0,1
GALLIFORMES,Phasianidae,Rhizothera,Rhizothera longirostris,NA,NA,NA,1.18,746.72,3.5,0,0,y,0,1500,Not a Migrant,3730000,Omnivore,0,1
GALLIFORMES,Phasianidae,Rhizothera,Rhizothera dulitensis,NA,NA,NA,5.14,NA,NA,0,0,y,0,1500,Not a Migrant,29000,NA,0,1
GALLIFORMES,Phasianidae,Melanoperdix,Melanoperdix niger,NA,NA,NA,0.43,280,3.5,0,0,y,0,1200,Not a Migrant,2840000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Haematortyx,Haematortyx sanguiniceps,NA,NA,NA,2.52,300,8.5,0,0,y,1000,1500,Not a Migrant,176000,Invertebrate,0,1
GALLIFORMES,Phasianidae,Caloperdix,Caloperdix oculeus,NA,NA,NA,3.48,209.04,9,0,0,y,0,1200,Not a Migrant,3410000,Omnivore,0,1
GALLIFORMES,Phasianidae,Galloperdix,Galloperdix spadicea,NA,NA,NA,19.63,359.07,3.5,0,0,y,0,2300,Not a Migrant,1550000,Omnivore,0,0
GALLIFORMES,Phasianidae,Galloperdix,Galloperdix lunulata,NA,NA,NA,19.69,254.39,3.5,0,0,y,0,900,Not a Migrant,1770000,Omnivore,0,0
GALLIFORMES,Phasianidae,Galloperdix,Galloperdix bicalcarata,NA,NA,NA,7.28,290.93,2,0,0,y,0,1500,Not a Migrant,37700,Omnivore,0,1
GALLIFORMES,Phasianidae,Afropavo,Afropavo congensis,NA,NA,NA,-1.2,1273.65,2.5,0,0,y,0,1200,Not a Migrant,788000,Invertebrate,0,1
GALLIFORMES,Phasianidae,Pavo,Pavo cristatus,NA,4,23.2,21.65,4154.81,4.5,0,0,y,0,2000,Not a Migrant,4380000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Pavo,Pavo muticus,NA,4,NA,16.26,2205.71,4.5,0,0,y,0,2100,Not a Migrant,4590000,Invertebrate,0,1
GALLIFORMES,Phasianidae,Argusianus,Argusianus argus,NA,NA,NA,1.09,1959.93,2,0,0,y,0,1500,Not a Migrant,3430000,FruiNect,0,1
GALLIFORMES,Phasianidae,Rheirdia,Rheirdia ocellata,NA,NA,NA,15.43,279,2,0,0,y,0,1900,Not a Migrant,591000,Omnivore,0,1
GALLIFORMES,Phasianidae,Polyplectron,Polyplectron poleonis,NA,1.99890471,15,9.73,374.68,2,0,0,y,0,800,Not a Migrant,23300,Omnivore,0,1
GALLIFORMES,Phasianidae,Polyplectron,Polyplectron malacense,NA,NA,NA,3.97,608,1,0,0,y,0,300,Not a Migrant,163000,Omnivore,0,1
GALLIFORMES,Phasianidae,Polyplectron,Polyplectron schleiermacheri,NA,NA,NA,1.51,416.6,1,0,0,y,0,1000,Not a Migrant,540000,Omnivore,0,1
GALLIFORMES,Phasianidae,Polyplectron,Polyplectron germaini,NA,NA,NA,12.1,449.96,1.5,0,0,y,0,1400,Not a Migrant,60900,Omnivore,0,1
GALLIFORMES,Phasianidae,Polyplectron,Polyplectron katsumatae,NA,NA,NA,18.87,467.84,NA,0,0,y,0,0,Not a Migrant,10100,Omnivore,0,1
GALLIFORMES,Phasianidae,Polyplectron,Polyplectron bicalcaratum,NA,NA,NA,21.34,467.84,2,0,0,y,0,1800,Not a Migrant,2590000,Omnivore,0,1
GALLIFORMES,Phasianidae,Polyplectron,Polyplectron inopitum,NA,NA,NA,4.53,416.6,2,0,0,y,820,1800,Not a Migrant,30900,Invertebrate,0,1
GALLIFORMES,Phasianidae,Polyplectron,Polyplectron chalcurum,NA,NA,NA,0.89,508,2,0,0,y,800,1700,Not a Migrant,197000,Omnivore,0,1
GALLIFORMES,Phasianidae,Margaroperdix,Margaroperdix madagarensis,NA,NA,NA,-18.96,245,17.5,0,0,y,0,2700,Not a Migrant,640000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Coturnix,Coturnix coturnix,29,1,14.6,44.85,96.28,10.5,0,0,y,0,1000,Full Migrant,89400000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Coturnix,Coturnix japonica,NA,0.583882804,6.791666667,49.71,94.78,9.5,0,0,y,0,0,Full Migrant,9550000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Coturnix,Coturnix coromandelica,NA,NA,NA,21.87,73.75,5,0,0,y,0,2000,Not a Migrant,7540000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Coturnix,Coturnix delegorguei,NA,NA,NA,-6.82,76,6,0,0,y,0,1850,Not a Migrant,23200000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Coturnix,Coturnix pectoralis,NA,NA,NA,-27.25,101.86,7.5,0,0,y,0,0,Not a Migrant,8370000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Coturnix,Coturnix novaezelandiae,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
GALLIFORMES,Phasianidae,Synoicus,Synoicus ypsilophorus,NA,NA,NA,-22.1,107.69,9,1,0,y,0,0,Nomadic,14000000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Synoicus,Synoicus chinensis,NA,NA,NA,8.65,40.41,6,1,0,y,0,2000,Not a Migrant,35200000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Synoicus,Synoicus adansonii,NA,NA,NA,-5.49,NA,NA,1,0,y,0,2000,Not a Migrant,14800000,NA,0,0
GALLIFORMES,Phasianidae,Anurophasis,Anurophasis monorthonyx,NA,NA,NA,-4.12,401,3,0,0,y,3000,4200,Not a Migrant,21100,PlantSeed,0,0
GALLIFORMES,Phasianidae,Tetraogallus,Tetraogallus caucasicus,NA,1,NA,42.7,1830.79,6.5,0,0,y,1800,4000,Altitudil Migrant,62600,PlantSeed,0,0
GALLIFORMES,Phasianidae,Tetraogallus,Tetraogallus caspius,NA,1,NA,37.5,2508.24,7,0,0,y,1800,4000,Not a Migrant,1830000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Tetraogallus,Tetraogallus himalayensis,NA,NA,NA,38.18,2428,8,0,0,y,3600,4570,Altitudil Migrant,4470000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Tetraogallus,Tetraogallus tibetanus,NA,NA,NA,33.54,1488.87,4.5,0,0,y,3700,5800,Altitudil Migrant,2340000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Tetraogallus,Tetraogallus altaicus,NA,NA,NA,49.04,2760.43,NA,0,0,y,400,0,Not a Migrant,1700000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Alectoris,Alectoris graeca,NA,1,NA,42.95,594.11,11,0,0,y,0,2400,Altitudil Migrant,1420000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Alectoris,Alectoris chukar,NA,1,6.2,39.84,502.1,9.5,0,0,y,0,4500,Not a Migrant,19300000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Alectoris,Alectoris mag,NA,0.995257393,NA,36.72,541.35,NA,0,0,y,1300,4000,Altitudil Migrant,676000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Alectoris,Alectoris philbyi,NA,NA,NA,17.87,441,6.5,0,0,y,1400,3666,Not a Migrant,104000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Alectoris,Alectoris barbara,NA,1,NA,32.21,416.33,13,0,0,y,0,3300,Not a Migrant,4930000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Alectoris,Alectoris rufa,NA,1,6.225,42.57,527.86,12,0,0,y,0,2000,Not a Migrant,1710000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Alectoris,Alectoris melanocephala,NA,NA,NA,17.28,614.75,6.5,0,0,y,250,3000,Not a Migrant,1940000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Lerwa,Lerwa lerwa,NA,NA,NA,31.25,567.34,3.5,0,0,y,3000,5000,Not a Migrant,2530000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Ammoperdix,Ammoperdix griseogularis,NA,1,NA,33.12,201.86,7.5,0,0,y,0,2000,Not a Migrant,4630000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Ammoperdix,Ammoperdix heyi,NA,NA,NA,23.78,189.73,6,0,0,y,0,2000,Not a Migrant,4200000,Omnivore,0,0
GALLIFORMES,Phasianidae,Perdicula,Perdicula asiatica,NA,NA,NA,20.59,68.36,5.5,0,0,y,0,1200,Not a Migrant,3330000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Perdicula,Perdicula argoondah,NA,NA,NA,21.41,60.48,5.5,0,0,y,0,600,Not a Migrant,1440000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Perdicula,Perdicula erythrorhyncha,NA,NA,NA,18.24,67.55,5.5,0,0,y,600,2000,Not a Migrant,1290000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Perdicula,Perdicula manipurensis,NA,NA,NA,26.07,70.65,4,1,0,y,200,1000,Not a Migrant,144000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Ophrysia,Ophrysia superciliosa,NA,NA,NA,29.51,NA,NA,0,0,y,1650,2400,Not a Migrant,1600,NA,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis hartlaubi,NA,NA,NA,-18.77,241.45,6,0,0,y,0,0,Not a Migrant,532000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis bicalcaratus,NA,NA,NA,11.27,439.5,6,1,0,y,0,0,Not a Migrant,7100000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis icterorhynchus,NA,NA,NA,5.26,571,7,0,0,y,500,1400,Not a Migrant,1740000,Omnivore,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis clappertoni,NA,NA,NA,11.75,469.61,NA,0,0,y,0,2300,Not a Migrant,4250000,Omnivore,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis harwoodi,NA,NA,NA,10.67,493.02,NA,1,0,y,1200,2600,Not a Migrant,17000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis adspersus,NA,NA,NA,-20.24,428.03,7,1,0,y,0,0,Not a Migrant,1970000,Omnivore,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis capensis,NA,NA,NA,-31.99,629.84,7,0,0,y,0,0,Not a Migrant,357000,Omnivore,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis talensis,NA,NA,NA,-21.54,508.09,5,1,0,y,0,1800,Not a Migrant,1640000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis hildebrandti,NA,NA,NA,-6.23,531.98,6,0,0,y,2000,2500,Not a Migrant,1610000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis ahantensis,NA,NA,NA,7.32,544.14,5,1,0,y,0,0,Not a Migrant,1290000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Pternistis,Pternistis squamatus,NA,NA,NA,2.12,449.45,6,0,0,y,800,3000,Not a Migrant,8390000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Pternistis,Pternistis griseostriatus,NA,NA,NA,-11.06,288.49,NA,0,0,y,300,1200,Not a Migrant,137000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Pternistis,Pternistis leucoscepus,NA,NA,NA,4.34,640.61,5,0,0,y,0,0,Not a Migrant,3460000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis rufopictus,NA,NA,NA,-3.07,706.13,4.5,0,0,y,0,0,Not a Migrant,80200,PlantSeed,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis afer,NA,NA,NA,-11.96,454.81,6,0,0,y,0,0,Not a Migrant,9290000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Pternistis,Pternistis swainsonii,NA,NA,NA,-20.74,597.1,6,1,0,y,0,0,Not a Migrant,2670000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis jacksoni,NA,NA,NA,-0.05,1097,3,0,0,y,2200,3700,Not a Migrant,55900,PlantSeed,0,1
GALLIFORMES,Phasianidae,Pternistis,Pternistis nobilis,NA,NA,NA,-2.22,878,NA,0,0,y,1541,3700,Not a Migrant,62100,PlantSeed,0,1
GALLIFORMES,Phasianidae,Pternistis,Pternistis camerunensis,NA,NA,NA,4.17,549.39,NA,0,0,y,850,2100,Not a Migrant,200,Omnivore,0,1
GALLIFORMES,Phasianidae,Pternistis,Pternistis swierstrai,NA,NA,NA,-13.09,460.29,NA,0,0,y,2000,2500,Not a Migrant,61800,PlantSeed,0,1
GALLIFORMES,Phasianidae,Pternistis,Pternistis castaneicollis,NA,NA,NA,8.2,791.53,5.5,0,0,y,1200,4000,Not a Migrant,503000,Omnivore,0,1
GALLIFORMES,Phasianidae,Pternistis,Pternistis atrifrons,NA,NA,NA,3.92,NA,NA,0,0,y,1200,4000,Not a Migrant,47600,NA,0,1
GALLIFORMES,Phasianidae,Pternistis,Pternistis erckelii,NA,NA,NA,11.78,1197.81,7,1,0,y,2000,3500,Not a Migrant,565000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Pternistis,Pternistis ochropectus,NA,NA,NA,11.82,699.6,NA,0,0,y,700,1500,Not a Migrant,58,Omnivore,0,1
GALLIFORMES,Phasianidae,Francolinus,Francolinus francolinus,NA,1,7,29.07,452.07,9.5,0,0,y,0,2500,Not a Migrant,24400000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Francolinus,Francolinus pictus,NA,NA,NA,19.6,286.84,5,1,0,y,0,0,Not a Migrant,2380000,Omnivore,0,0
GALLIFORMES,Phasianidae,Francolinus,Francolinus pintadeanus,NA,NA,NA,20.91,310,5.5,0,0,y,0,0,Not a Migrant,3910000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Francolinus,Francolinus pondicerianus,NA,NA,8,23.43,249.94,7.5,0,0,y,0,0,Not a Migrant,6190000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Francolinus,Francolinus gularis,NA,NA,NA,27.04,509.99,3.5,1,0,y,0,350,Not a Migrant,414000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Dendroperdix,Dendroperdix sephae,NA,NA,NA,-10.28,340.47,6,0,0,y,0,2200,Not a Migrant,8750000,Invertebrate,0,0
GALLIFORMES,Phasianidae,Peliperdix,Peliperdix coqui,NA,NA,NA,-12.21,262,4.5,1,0,y,0,2200,Not a Migrant,15500000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Peliperdix,Peliperdix albogularis,NA,NA,NA,8.06,276,6,0,0,y,0,0,Not a Migrant,6080000,Omnivore,0,0
GALLIFORMES,Phasianidae,Peliperdix,Peliperdix schlegelii,NA,NA,NA,8.08,236.58,3.5,0,0,y,0,0,Not a Migrant,633000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Peliperdix,Peliperdix lathami,NA,NA,NA,2.16,269,2,1,0,y,0,1400,Not a Migrant,5250000,Invertebrate,0,1
GALLIFORMES,Phasianidae,Scleroptila,Scleroptila streptophora,NA,NA,NA,0.17,385,4.5,0,0,y,600,1800,Not a Migrant,1720000,Omnivore,0,0
GALLIFORMES,Phasianidae,Scleroptila,Scleroptila levaillantii,NA,NA,NA,-16.02,430.88,7.5,0,0,y,1800,3000,Not a Migrant,6380000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Scleroptila,Scleroptila afra,NA,NA,NA,-31.29,389.68,5.5,0,0,y,1800,2750,Not a Migrant,842000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Scleroptila,Scleroptila finschi,NA,NA,NA,-7.78,569.2,5,0,0,y,0,2100,Not a Migrant,754000,Invertebrate,0,1
GALLIFORMES,Phasianidae,Scleroptila,Scleroptila psilolaema,NA,NA,NA,8.27,478.33,NA,0,0,y,2400,4000,Not a Migrant,113000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Scleroptila,Scleroptila elgonensis,NA,NA,NA,-0.22,NA,NA,0,0,y,1800,4000,Not a Migrant,52200,NA,0,0
GALLIFORMES,Phasianidae,Scleroptila,Scleroptila shelleyi,NA,NA,NA,-16.34,488,4,0,0,y,700,3000,Not a Migrant,3450000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Scleroptila,Scleroptila whytei,NA,NA,NA,-9.38,NA,NA,0,0,y,700,3000,Not a Migrant,92300,NA,0,0
GALLIFORMES,Phasianidae,Scleroptila,Scleroptila gutturalis,NA,NA,NA,-12.99,376.69,6.5,0,0,y,0,0,Not a Migrant,9620000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Bambusicola,Bambusicola fytchii,NA,NA,NA,22.96,313.65,5,0,0,y,500,3000,Not a Migrant,981000,Omnivore,0,0
GALLIFORMES,Phasianidae,Bambusicola,Bambusicola thoracicus,NA,NA,4.5,28.49,264.79,5,0,0,y,0,2000,Not a Migrant,1540000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Bambusicola,Bambusicola sonorivox,NA,NA,NA,23.74,NA,NA,0,0,y,0,2000,Not a Migrant,79900,NA,0,0
GALLIFORMES,Phasianidae,Gallus,Gallus gallus,NA,1,30,16.29,751.72,6.5,0,0,y,0,2000,Not a Migrant,33900000,Omnivore,0,0
GALLIFORMES,Phasianidae,Gallus,Gallus sonneratii,NA,NA,NA,17.96,840.82,4.5,0,0,y,0,1500,Not a Migrant,1220000,Omnivore,0,1
GALLIFORMES,Phasianidae,Gallus,Gallus lafayettii,NA,NA,NA,7.55,766.25,2,0,0,y,0,2000,Not a Migrant,62800,Omnivore,0,0
GALLIFORMES,Phasianidae,Gallus,Gallus varius,NA,NA,NA,-7.74,839.29,3.5,0,0,y,0,2000,Not a Migrant,581000,Omnivore,0,0
GALLIFORMES,Phasianidae,Tetraophasis,Tetraophasis obscurus,NA,NA,NA,34.13,855.35,NA,0,0,y,3000,4100,Not a Migrant,202000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Tetraophasis,Tetraophasis szechenyii,NA,NA,NA,30.15,1052.99,NA,0,0,y,3300,4600,Not a Migrant,657000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Lophophorus,Lophophorus impejanus,NA,NA,NA,30.81,2066.51,4,0,0,y,2100,4500,Altitudil Migrant,1220000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Lophophorus,Lophophorus sclateri,NA,NA,NA,28.17,2500,5,0,0,y,3000,4200,Altitudil Migrant,256000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Lophophorus,Lophophorus lhuysii,NA,NA,NA,32.05,3008,4,0,0,y,3300,4500,Not a Migrant,214000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Tragopan,Tragopan melanocephalus,NA,1.5,NA,32.63,1613.19,4.5,0,0,y,1750,3600,Altitudil Migrant,106000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Tragopan,Tragopan satyra,NA,1.5,NA,28.59,1417.03,2.5,0,0,y,2200,4250,Altitudil Migrant,230000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Tragopan,Tragopan blythii,NA,NA,NA,25.58,1930,3.5,0,0,y,1800,3300,Altitudil Migrant,355000,Omnivore,0,1
GALLIFORMES,Phasianidae,Tragopan,Tragopan temminckii,NA,NA,NA,28.33,1163.38,4,0,0,y,2500,0,Altitudil Migrant,1560000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Tragopan,Tragopan caboti,NA,NA,NA,25.73,1122.49,4,0,0,y,600,1800,Not a Migrant,518000,PlantSeed,0,1
GALLIFORMES,Phasianidae,Ithaginis,Ithaginis cruentus,NA,NA,NA,31.22,530.67,4.5,0,0,y,2500,4500,Altitudil Migrant,2070000,PlantSeed,0,0
GALLIFORMES,Phasianidae,Pucrasia,Pucrasia macrolopha,NA,1,NA,31.24,1050.47,NA,0,0,y,2000,4000,Altitudil Migrant,6600000,Omnivore,0,1
GALLIFORMES,Phasianidae,Syrmaticus,Syrmaticus ellioti,NA,NA,NA,27.21,1007.45,6.5,0,0,y,200,1900,Not a Migrant,673000,PlantSeed,0,1
